sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
2175384,2175384,NaN,19,-20.8536279647338,206.881786340203,2175745,-12.0819509009488,2178087,5.40599999999995,223.349575773044,-158.585614938568,2177084,861,paced,NA,NA,NaN,11.0987791342953,0.124398404949969,0.147068361811664,1,2175384,2176505,2176504,2177446,2175745,2177084,2.26858678745053,-1.66126331018714,0.722,1.158,2163.27905248277,1828.28579679648,2.24,1.882,NaN,2177447,NaN,1.28,207110.049179009,173695.158348568,-0.0490509132954245,-0.0206121893174782,-0.0073234871639099,6.61306420081302e-05,2.09842814510402e-05,2.01718086958627e-05,-0.00274853658677374,0.0121960804943577,1,0.752000000000407,0.670000000000073,0.0820000000003347,4350.768,82.0000000003347,1,1,0,paced,0.701230189387971,85.5639145433365,0.116937349876371,207110.049179009,207110.049179009
2178087,2178087,NaN,19,-12.0819509009488,162.89766611364,2178457,-5.54472024864014,2180574,4.97400000000016,171.711001688434,-116.544380369225,2179785,862,paced,NA,NA,NaN,12.0627261761154,0.159302842768003,0.166622174229216,3,2178087,2179135,2179134,2180276,2178457,2179785,2.03689435630664,-1.30973613850492,0.74,1.3,2274.62935011577,2066.98768392579,2.094,2.282,NaN,2180277,NaN,0.594,212294.36210876,192220.162635255,-0.0433485750705126,-0.019005458069806,-0.00404690334628884,5.57121999388161e-05,3.37841114398263e-05,2.17692046048056e-05,-0.0029256080635611,0.0104795808583265,1,0.75,0.677999999999884,0.0720000000001164,4356.174,72.0000000001164,1,0,0,paced,0.706182572626823,84.9638639152691,0.101956636698488,212294.36210876,212294.36210876
2180574,2180574,NaN,19,-5.54472024864014,199.911272547263,2181222,-27.5838152740305,2183516,5.88400000000001,216.475540308599,-173.99309697743,2182523,863,paced,NA,NA,NaN,10.1971447994561,0.165459066172121,0.174790161098145,2,2180574,2181978,2181977,2182959,2181222,2182523,1.98707628963667,-1.88706978594253,1.296,1.09,2025.89235994376,1927.63631064338,2.806,1.962,NaN,2182960,NaN,1.112,186468.657029552,174175.918143042,-0.0234892444088387,-0.0218522515503663,-0.00600785072649327,2.69366131328606e-05,2.91791374871955e-05,2.81579993331454e-05,-0.00256039805525206,0.00781987921374605,1,0.798000000000684,0.691999999999098,0.106000000001586,4361.148,106.000000001586,1,0,0,paced,0.735523366312202,81.5745668296448,0.144115068067862,186468.657029552,186468.657029552
2183516,2183516,NaN,19,-27.5838152740305,205.827964445264,2183995,-92.0156916916693,2185624,4.21599999999944,265.627717928114,-90.4678332790495,2185323,864,paced,NA,NA,NaN,14.2314990512353,0.163949465557278,0.171950728027542,2,2183516,2184719,2184718,2185424,2183995,2185323,2.18689709101628,-1.00287414051798,0.958,1.208,2218.18423728177,967.686954591563,2.404,1.41,NaN,2185425,NaN,0.398,205039.317325757,90000.2084438466,-0.0384552021593854,-0.0169694074035059,-0.00970709763512691,4.13420796905448e-05,2.06853518379638e-05,1.48849882121166e-05,-0.00249270319286319,0.00982216961226112,1,0.71500549450523,0.658000000000357,0.0570054945048735,4367.032,57.0054945048735,1,0,0,paced,0.685600827220533,87.5144801724403,0.0831467703094484,205039.317325757,205039.317325757
2185624,2185624,NaN,19,-92.0156916916693,220.376354414722,2186650,-43.8922921652792,2189161,7.07400000000052,288.330346343196,-211.974782296791,2187994,865,paced,NA,NA,NaN,8.48176420695442,0.163725085334521,0.186348148778286,4,2185624,2187322,2186927,2188658,2186650,2187994,2.14142671821799,-1.90462407327056,2.052,1.344,1924.44333356517,2117.07460293784,2.606,2.672,2186928,2188659,0.788,1.004,183632.507754824,214412.396821964,-0.021643203015727,-0.0226770654307475,-0.00663880011614246,2.45022754114199e-05,3.74719773288988e-05,2.30870195315692e-05,-0.00244126014331289,0.0091665519298213,1,0.768000000000029,0.666462006079178,0.101537993920851,4371.248,101.537993920851,1,0,0,paced,0.710488032703112,84.4489945477687,0.142913024916889,183632.507754824,183632.507754824
2189161,2189161,NaN,19,-43.8922921652792,184.31444247006,2189403,0.252519972427779,2191679,5.03600000000006,206.134328566486,-197.144587536372,2190576,866,paced,NA,NA,NaN,11.914217633042,0.165161521277601,0.172234695430347,2,2189161,2190162,2190161,2191342,2189403,2190576,1.86338933678199,-1.96504851987534,0.484,0.828,1810.90136916749,2491.65021110128,2,2.36,NaN,2191343,NaN,0.672,181040.579024258,244947.675974797,-0.0566213576308872,-0.0233045409275443,-0.00424944222477329,5.60610810820472e-05,2.62438131337439e-05,2.18405534931835e-05,-0.00306598686132733,0.00943112447574146,1,0.759999999999309,0.653136094674569,0.10686390532474,4378.322,106.86390532474,1,0,0,paced,0.705658379928735,85.026978643773,0.151438583263948,181040.579024258,181040.579024258
2191679,2191679,NaN,19,0.252519972427779,221.012267036073,2192088,17.2145325127035,2194562,5.76599999999962,212.278740793508,-198.374809300891,2193364,867,paced,NA,NA,NaN,10.4058272632681,0.165180461734779,0.17074638592764,3,2191679,2192982,2192981,2193656,2192088,2193364,2.20074159544103,-1.85158296390211,0.818,0.764,2386.65841511468,1652.26842997969,2.604,1.348,NaN,2193657,NaN,1.81,244283.381951089,175781.63543488,-0.0417939218306137,-0.0238133951950185,-0.014070986541914,5.25381742083775e-05,3.67818289228782e-05,3.7036289575173e-05,-0.0027764453229472,0.0107408908233029,1,0.823999999999614,0.643999999999323,0.180000000000291,4383.358,180.000000000291,1,0,0,paced,0.711684091268035,84.30706929685,0.252921207890959,244283.381951089,244283.381951089
2194562,2194562,NaN,19,17.2145325127035,224.498023602963,2194858,51.5697563767863,2197283,5.44200000000001,190.105879158218,-153.41195364882,2196145,868,paced,NA,NA,NaN,11.0253583241455,0.125897468719328,0.171855000912727,2,2194562,2195603,2195602,2197282,2194858,2196145,2.1728645964042,-1.32169629275054,0.592,1.084,2345.13786295169,2256.53346356614,2.08,3.358,NaN,NaN,NaN,NaN,239043.914351043,232043.350899469,-0.0565805443158731,-0.0195435473642599,-0.00388188703031271,4.95180193871529e-05,2.53990277147274e-05,1.83337633808988e-05,-0.00299032631391326,0.00951800830764005,1,0.756000000000313,0.682000000000698,0.0739999999996144,4389.124,73.9999999996144,1,0,0,paced,0.710198899284118,84.4833750946111,0.104196162616144,239043.914351043,239043.914351043
2197283,2197283,NaN,19,51.5697563767863,197.543240119848,2197612,-30.346687652682,2199738,4.90999999999985,186.931705757796,-178.005766760018,2198898,869,paced,NA,NA,NaN,12.2199592668028,0.0661367015869551,0.115687419376897,1,2197283,2198416,2198415,2199241,2197612,2198898,1.9855328294157,-1.63013695804535,0.658,0.964,2279.47827814718,1671.78920054742,2.264,1.65,NaN,2199242,NaN,0.992,234790.00258161,171080.216942556,-0.05034948987178,-0.0196186445869437,-0.00754403266263558,2.70074122314307e-05,1.78045943749242e-05,2.00425523758167e-05,-0.00281428606077087,0.00604165633384979,1,0.833999999999833,0.671999999999571,0.162000000000262,4394.566,162.000000000262,1,1,0,paced,0.746440447809869,80.3814961743378,0.217030039671063,234790.00258161,234790.00258161
2199738,2199738,NaN,19,-30.346687652682,214.678910428568,2200315,10.2609216749581,2202681,5.88600000000042,224.72179341743,-152.094581120954,2201592,870,paced,NA,NA,NaN,10.1936799184498,0.0596612330761686,0.114579817122926,2,2199738,2201058,2201057,2202461,2200315,2201592,2.15699160456755,-1.46349247430907,1.154,1.068,2165.77150715409,2148.71673580849,2.638,2.806,NaN,2202462,NaN,0.438,222790.309594215,218024.342804874,-0.0319787704701977,-0.020165189834937,-0.00261275077625519,3.76897146052611e-05,2.22031877963486e-05,2.20003250268026e-05,-0.00272106473186669,0.00998002612799564,1,0.771375634517839,0.685999999999694,0.085375634518145,4399.476,85.375634518145,1,0,0,paced,0.713976802772161,84.0363437117813,0.119577602782971,222790.309594215,222790.309594215
2202681,2202681,NaN,19,10.2609216749581,210.424747489973,2203019,46.859762587265,2205485,5.60800000000017,181.864405358862,-176.945451483624,2204287,871,paced,NA,NA,NaN,10.6990014265332,0.0556610374346774,0.260601056455462,3,2202681,2203830,2203829,2204510,2203019,2204287,2.20557254216385,-1.72638451383638,0.676,0.914,1997.87136424012,1332.14546439953,2.296,1.36,NaN,2204511,NaN,1.948,196633.150023705,130578.312336304,-0.048724974034109,-0.0227064732777086,-0.0136665597293433,5.88776752044995e-05,3.30036981239925e-05,3.24266767765359e-05,-0.00257569003618647,0.0101889332140001,1,0.720000000000255,0.668017910447423,0.0519820895528316,4405.362,51.9820895528316,1,0,0,paced,0.702138989436234,85.4531665421052,0.0740339025960791,196633.150023705,196633.150023705
2205485,2205485,NaN,19,46.859762587265,208.719890085181,2205742,57.097066502169,2208219,5.46799999999985,156.741475540464,-174.74430382051,2207011,872,paced,NA,NA,NaN,10.9729334308708,0.0561596293653796,0.269188317509143,2,2205485,2206522,2206521,2208218,2205742,2207011,2.22032596499439,-1.79730811214586,0.514,0.978,2385.31571023841,2822.4707696399,2.072,3.392,NaN,NaN,NaN,NaN,216105.939520903,260079.738487618,-0.0713449481842639,-0.0223505599388815,-0.0043060068445373,5.13472214577136e-05,2.22909366370046e-05,1.53466381346682e-05,-0.00319363743284082,0.00885165517388864,1,0.717999999999847,0.657999999999447,0.0600000000004002,4410.97,60.0000000004002,1,0,0,paced,0.680924460715633,88.1155010013029,0.0881155010018906,216105.939520903,216105.939520903
2208219,2208219,NaN,19,57.097066502169,231.601498529611,2208484,0.730662265398976,2210846,5.25399999999991,202.687634145827,-156.444003756257,2209708,873,paced,NA,NA,NaN,11.4198705748004,0.0420995871783499,0.309733237202837,2,2208219,2209244,2209243,2210135,2208484,2209708,2.45448229144992,-1.52076062166237,0.53,0.928,2461.07398166611,1527.82716524225,2.048,1.782,NaN,2210136,NaN,1.42,226967.552125762,148560.19479032,-0.0750253091662469,-0.0228813816534947,-0.00422417599845299,6.40211400396972e-05,2.38347572558364e-05,1.85457660493885e-05,-0.00302141438345903,0.0110191355915026,1,0.86200000000008,0.66399999999976,0.19800000000032,4416.438,198.00000000032,1,0,0,paced,0.754223149708786,79.5520530272329,0.262521774990293,226967.552125762,226967.552125762
2210846,2210846,NaN,19,0.730662265398976,97.817147241456,2211177,29.3595707101264,2213608,5.52400000000034,82.7720307536933,-119.083548584042,2212453,874,paced,NA,NA,NaN,10.8616944243295,0.182964525869686,0.323121742088334,6,2210846,2211782,2211781,2213053,2211177,2212453,1.29054114588225,-1.2201171194772,0.662,1.342,1139.73455730874,1654.84728493858,1.87,2.542,NaN,2213054,NaN,1.108,108050.58173809,157295.300575912,-0.0305033770012848,-0.0145143511220967,-0.00241058065355963,4.26905606844618e-05,2.16878153202204e-05,1.69227483149737e-05,-0.00203470814912256,0.00638612365579555,1,0.833058004640822,0.673999999999978,0.159058004640844,4421.692,159.058004640844,1,0,0,paced,0.72758405378803,82.4646990098549,0.218611174630256,108050.58173809,108050.58173809
2213608,2213608,NaN,19,29.3595707101264,174.634995972766,2213924,12.9628198797189,2216283,5.34999999999945,153.473800677843,-173.906462487565,2215259,875,paced,NA,NA,NaN,11.2149532710292,0.182793673335143,0.324045055598333,2,2213608,2214793,2214792,2216178,2213924,2215259,1.93164260136315,-1.86273974437949,0.632,0.932,2185.74647676398,2479.17918949831,2.368,2.77,NaN,2216179,NaN,0.208,200714.664153171,225353.968428763,-0.0492021122463243,-0.020322756927454,-0.00298075665581732,4.53031654617642e-05,2.21587377873139e-05,1.81602367244098e-05,-0.00271856022391282,0.00729489393845473,1,0.851999999999862,0.675637982195784,0.176362017804077,4427.216,176.362017804077,1,0,0,paced,0.761762737713494,78.7646822685183,0.231518304942882,200714.664153171,200714.664153171
2216283,2216283,NaN,19,12.9628198797189,214.379794303948,2216711,-89.6552554100913,2218893,5.22000000000025,252.726012069135,-165.151407306671,2217970,876,paced,NA,NA,NaN,11.4942528735627,0.199044572285864,0.340803018297705,2,2216283,2217360,2217359,2218455,2216711,2217970,2.34987667053182,-1.6500405525986,0.856,1.22,2449.18377142758,2003.35787305549,2.152,2.19,NaN,2218456,NaN,0.874,211166.616459003,174167.362985031,-0.0428047822032528,-0.0223331815523372,-0.00496880158133466,4.26738840819603e-05,2.33222862952747e-05,2.25808580610497e-05,-0.00320312105182976,0.00895649199699244,1,0.771915000000039,0.683999999999287,0.0879150000007516,4432.566,87.9150000007516,1,0,0,paced,0.720636327523319,83.2597493470914,0.121996347731869,211166.616459003,211166.616459003
2218893,2218893,NaN,19,-89.6552554100913,184.929720257829,2219337,-32.5042399172587,2220385,2.98400000000038,246.009467921504,-109.630548016862,2219895,877,paced,NA,NA,NaN,20.1072386058956,0.222991723342567,0.384749563737553,1,2218893,2219716,2219715,2220384,2219337,2219895,2.1221774922809,-1.09628472516764,0.888,0.358,1962.84385119738,963.274871720928,1.644,1.336,NaN,NaN,NaN,NaN,185048.44096273,99083.2051611069,-0.0464793805158058,-0.040691726011096,-0.00636596911275943,3.4300061876015e-05,4.25293323737098e-05,3.10298470217698e-05,-0.00671749096429092,0.00993615206505694,1,0.769999999999527,0.68199999999888,0.0880000000006476,4437.786,88.0000000006476,1,0,0,paced,0.715710556034423,83.8327721927777,0.122954732550312,185048.44096273,185048.44096273
2220385,2220385,NaN,19,-32.5042399172587,151.76070150687,2220652,-21.1723496418682,2223183,5.59599999999955,178.598996286433,-164.86311625755,2222153,878,paced,NA,NA,NaN,10.7219442458908,0.25324298408743,0.23721001280762,2,2220385,2221424,2221423,2222903,2220652,2222153,1.80099041343402,-1.6947421983298,0.534,1.458,1860.77894370226,2516.62228756098,2.076,2.958,NaN,2222904,NaN,0.558,177603.323941774,223730.378613982,-0.0571239715110249,-0.0169678674776945,-0.00274969276326136,6.56249584480388e-05,2.19578219066522e-05,1.57728333448799e-05,-0.00211229811900114,0.0113914766419652,1,0.745979220779966,0.694500000000138,0.0514792207798279,4440.77,51.4792207798279,1,0,0,paced,0.72545869799971,82.7062935015274,0.0709609257174396,177603.323941774,177603.323941774
2223183,2223183,NaN,20,-21.1723496418682,166.926515225708,2223866,42.2203961430912,2226932,7.49799999999959,156.402491975097,-136.740620719395,2225357,879,paced,NA,NA,NaN,8.0021339023744,0.06259013992224,0.0465954393480212,1,2223183,2224747,2224746,2226931,2223866,2225357,1.94531018838801,-1.61349940793384,1.366,1.22,2508.47518528506,2811.72869206592,3.126,4.368,NaN,NaN,NaN,NaN,223863.9701112,242392.074755756,-0.02239173169695,-0.0167543351453798,-0.00296752117788967,2.27893270754826e-05,1.81127011439657e-05,1.39103661177878e-05,-0.00232205620232543,0.00699949972773606,1,0.712000000000444,0.641999999999825,0.0700000000006185,4446.366,70.0000000006185,1,1,0,paced,0.674123460209006,89.0044680857087,0.103838546100911,223863.9701112,223863.9701112
2226932,2226932,NaN,20,42.2203961430912,182.590105683948,2227220,30.5319564183245,2230197,6.53000000000065,146.21392940324,-133.101751732446,2228842,880,paced,NA,NA,NaN,9.18836140888116,0.148851566109111,0.132307747956475,2,2226932,2228240,2228239,2229972,2227220,2228842,2.14208427294708,-1.63066045417163,0.576,1.204,2319.73937442125,2957.54473303708,2.614,3.464,NaN,2229973,NaN,0.448,188488.45441575,246213.992649643,-0.0629353131496211,-0.0164388774473902,-0.00392448636059231,5.58843365479171e-05,1.73055616234114e-05,1.84865208849627e-05,-0.00210587016054627,0.00764176337676337,1,0.822000000000116,0.666000000001077,0.15599999999904,4453.864,155.99999999904,1,0,0,paced,0.74707210112876,80.3135332042855,0.208815186329857,188488.45441575,188488.45441575
2230197,2230197,NaN,20,30.5319564183245,176.583474520763,2230500,29.8933417989602,2233571,6.74799999999959,146.370825412121,-153.179311555827,2232172,881,paced,NA,NA,NaN,8.89152341434553,0.151270179294321,0.226006908397277,1,2230197,2231688,2231687,2233570,2230500,2232172,2.00321847269255,-1.96840889385247,0.606,0.968,2485.14196608143,2941.71378259919,2.98,3.764,NaN,NaN,NaN,NaN,200715.121279377,227142.803076977,-0.0557776903532235,-0.0174416289745402,-0.00383531109735923,4.76380197654235e-05,2.3218435024355e-05,1.64180775899971e-05,-0.00189105372639449,0.00722570555778157,1,0.742000000000189,0.670000000000073,0.0720000000001164,4460.394,72.0000000001164,1,1,0,paced,0.710969479221804,84.3918083033232,0.101270169964152,200715.121279377,200715.121279377
2233571,2233571,NaN,20,29.8933417989602,170.08950974554,2233866,30.6882465155444,2236920,6.69800000000032,139.798715588288,-143.924192890547,2235429,882,paced,NA,NA,NaN,8.95789787996374,0.138858644368347,0.217807457719255,2,2233571,2234662,2234661,2236445,2233866,2235429,2.056265084616,-1.74222967571144,0.59,1.534,2406.61563332404,2723.5799574771,2.18,3.566,NaN,2236446,NaN,0.948,193532.772501143,214886.529371142,-0.0584525664814014,-0.0174460387119685,-0.00229138072254029,3.80350451100744e-05,2.18715963045651e-05,1.63810152660387e-05,-0.00227261147948847,0.00761090102960327,1,0.841999999999643,0.700000000000728,0.141999999998916,4467.142,141.999999998916,1,0,0,paced,0.774627578919389,77.4565760796955,0.183313896720547,193532.772501143,193532.772501143
2236920,2236920,NaN,20,30.6882465155444,171.382691886397,2237257,-70.7399683270571,2239361,4.88199999999961,191.408552792154,-76.5482268842752,2239071,883,paced,NA,NA,NaN,12.2900450634996,0.132301805211595,0.208071361952118,1,2236920,2237959,2237958,2239360,2237257,2239071,2.05760204245881,-1.10056377098556,0.674,2.224,2345.0302663989,2042.71693527786,2.076,2.802,NaN,NaN,NaN,NaN,185003.962083565,165377.10803355,-0.0513512959659487,-0.012433206103655,-0.00513146933111394,4.5510009381479e-05,1.49571796718582e-05,1.34087822675321e-05,-0.00173316407109851,0.00726059702427972,1,0.940000000000509,0.729999999999563,0.210000000000946,4473.84,210.000000000946,1,1,0,paced,0.798628103216216,75.1288362610449,0.262950926914842,185003.962083565,185003.962083565
2239361,2239361,NaN,20,-70.7399683270571,197.729614824471,2240518,-10.6484220564381,2243246,7.77000000000044,238.423810016219,-154.411016773244,2242068,884,paced,NA,NA,NaN,7.72200772200729,0.151492007072269,0.193900771876182,3,2239361,2241538,2241537,2242762,2240518,2242068,2.45358077150135,-1.69401555087609,2.314,1.06,3105.54437335645,2152.87176773258,4.352,2.448,NaN,2242763,NaN,0.966,268686.066742553,170844.225515732,-0.0206300820963395,-0.0214635488585352,-0.00404726363650439,2.13369071214654e-05,4.35620375520342e-05,1.87887880023653e-05,-0.00205301853903549,0.00852563423321273,1,0.915489361702114,0.75800000000072,0.157489361701394,4478.722,157.489361701394,1,0,0,paced,0.815103713397493,73.6102645759147,0.193213893045526,268686.066742553,268686.066742553
2243246,2243246,NaN,20,-10.6484220564381,217.476936216802,2243886,24.8579339240876,2246799,7.10599999999977,210.372180282977,-147.284100377402,2245478,885,paced,NA,NA,NaN,8.44356881508612,0.168703596248182,0.171190735451363,1,2243246,2244645,2244644,2246213,2243886,2245478,2.48902890905984,-1.79476460512629,1.28,1.666,2452.07833442264,2658.48900939799,2.796,3.136,NaN,2246214,NaN,1.17,197897.000764911,212344.608107661,-0.0300678426114848,-0.0190014601883275,-0.00218981751938146,3.63892765661888e-05,2.10378855947414e-05,1.53900032874626e-05,-0.00225388939561891,0.0106188573645913,1,0.835999999999331,0.727999999999156,0.108000000000175,4486.492,108.000000000175,1,1,0,paced,0.785748988147378,76.3602637802522,0.137448474804676,197897.000764911,197897.000764911
2246799,2246799,NaN,20,24.8579339240876,215.834527026693,2247211,39.6239509601277,2250215,6.83200000000033,183.593584584585,-140.817736651333,2248738,886,paced,NA,NA,NaN,8.7822014051518,0.171598154790811,0.15087947249075,1,2246799,2247868,2247867,2249743,2247211,2248738,2.45158009239782,-1.61887766597335,0.824,1.74,2299.3486804274,2628.55219755659,2.136,3.75,NaN,2249744,NaN,0.942,190638.421076497,214535.319882102,-0.048699763188506,-0.0185859671633791,-0.00239217143232083,4.6292471811713e-05,1.7150868573124e-05,1.24365717106128e-05,-0.00236425602293852,0.00919431728576381,1,0.847999999999956,0.713999999999942,0.134000000000015,4493.598,134.000000000015,1,1,0,paced,0.777838506613429,77.1368343041145,0.172272263279208,190638.421076497,190638.421076497
2250215,2250215,NaN,20,39.6239509601277,220.032837702893,2250533,-40.2504988250002,2252961,5.49199999999928,220.34611163533,-105.263402092252,2252118,887,paced,NA,NA,NaN,10.9249817916984,0.121869795476123,0.155099776282696,1,2250215,2251297,2251296,2252762,2250533,2252118,2.4190551918834,-1.29508700059344,0.636,1.642,2369.23005866092,2092.100833725,2.162,2.93,NaN,2252763,NaN,0.396,197543.903712165,174521.487158839,-0.062756674019167,-0.0164799604959404,-0.00374220063219732,5.97793194342011e-05,1.80508880678622e-05,1.33725870078553e-05,-0.00207386033540596,0.00974416256535493,1,0.858000000000175,0.729999999999563,0.128000000000611,4500.43,128.000000000611,1,1,0,paced,0.772869611240115,77.6327586534635,0.165616551794846,197543.903712165,197543.903712165
2252961,2252961,NaN,20,-40.2504988250002,245.621999492873,2253865,58.3980012128371,2256927,7.9320000000007,236.548248298955,-160.032022480913,2255544,888,paced,NA,NA,NaN,7.56429652042293,0.111274598557605,0.158636925818649,1,2252961,2254670,2254669,2256926,2253865,2255544,2.60921562397965,-1.74081099375418,1.808,1.748,2725.25501409708,2890.76479193021,3.416,4.512,NaN,NaN,NaN,NaN,231947.322470124,243950.33659974,-0.0254583336883447,-0.0183035782613347,-0.00389333425891574,2.77206859894949e-05,1.96986208369842e-05,1.40857277548851e-05,-0.00202255729160907,0.0103733431066695,1,0.814000000000306,0.692000000000007,0.122000000000298,4505.922,122.000000000298,1,1,0,paced,0.744035128774643,80.6413537205084,0.163970752565435,231947.322470124,231947.322470124
2256927,2256927,NaN,20,58.3980012128371,186.056964733964,2257199,7.82550270330671,2260070,6.28600000000006,152.945212775893,-188.345319308346,2258815,889,paced,NA,NA,NaN,9.54502068087805,0.109874218544087,0.159455988488462,2,2256927,2258217,2258216,2259550,2257199,2258815,2.11485339472987,-2.19842709404432,0.544,1.196,2461.2747700454,2549.53728772531,2.578,2.666,NaN,2259551,NaN,1.038,207760.777204363,213063.188875313,-0.0682534354446029,-0.0192644545786602,-0.00361525475133844,3.91859498262052e-05,2.20873724344971e-05,2.25197065777354e-05,-0.00219077338000969,0.00689523309781381,1,0.813999999999396,0.6899999999996,0.123999999999796,4513.854,123.999999999796,1,0,0,paced,0.738242074018372,81.2741539823248,0.167966584896529,207760.777204363,207760.777204363
2260070,2260070,NaN,20,7.82550270330671,251.539558949983,2260586,14.4034325793227,2263484,6.82799999999952,240.425091308668,-139.513390565367,2262142,890,paced,NA,NA,NaN,8.78734622144174,0.110507522165157,0.150648243735511,2,2260070,2261359,2261358,2263483,2260586,2262142,2.59375537877889,-1.68401158421691,1.032,1.566,2482.06118660602,2666.4031739446,2.576,4.248,NaN,NaN,NaN,NaN,212176.654266172,227142.548670852,-0.0387144760932387,-0.0200774008967741,-0.0027079841044132,4.55564673742643e-05,2.95368698432409e-05,1.89222649493871e-05,-0.0021565711079776,0.0115498094483031,1,0.811999999999898,0.702000000000226,0.109999999999673,4520.14,109.999999999673,1,0,0,paced,0.746251523534384,80.4018459028787,0.147403384154839,212176.654266172,212176.654266172
2263484,2263484,NaN,20,14.4034325793227,186.738500637894,2263820,-2.39068846787807,2266775,6.58200000000033,180.732128582172,-162.076775373922,2265484,891,paced,NA,NA,NaN,9.11577028258841,0.0806924700662274,0.162560986250434,3,2263484,2264882,2264881,2265873,2263820,2265484,2.17812163290188,-1.8348495528094,0.672,1.204,2240.16058809073,1989.13151559932,2.794,1.982,NaN,2265874,NaN,1.802,189627.103507216,171309.624077643,-0.0515733741016876,-0.0174641177219614,-0.00665999798894624,5.21414872877506e-05,2.10423715404946e-05,2.10544186207535e-05,-0.0019467239594358,0.00885067027831776,1,0.800000000000182,0.695999999999913,0.104000000000269,4526.968,104.000000000269,1,0,0,paced,0.738393795068781,81.2574542211734,0.140846253983732,189627.103507216,189627.103507216
2266775,2266775,NaN,20,-2.39068846787807,223.34833404369,2267187,15.6111618538069,2270240,6.92999999999938,216.738097350726,-182.197012706626,2268900,892,paced,NA,NA,NaN,8.65800865800943,0.0412478290418116,0.150334139459128,3,2266775,2268056,2268055,2269366,2267187,2268900,2.46213924391453,-2.0661079070832,0.824,1.688,2557.63234303457,2402.12308185769,2.56,2.62,NaN,2269367,NaN,1.746,216686.899311667,207697.175421234,-0.0449265835476578,-0.0210131478388174,-0.00772066320078931,4.99975099467906e-05,4.18228760613356e-05,4.63235294677276e-05,-0.00210133001359077,0.0105618343014572,1,0.843999999999141,0.686000000000604,0.157999999998538,4533.55,157.999999998538,1,0,0,paced,0.748948720435234,80.1122938899374,0.210962373908216,216686.899311667,216686.899311667
2270240,2270240,NaN,20,15.6111618538069,224.863028952197,2270531,22.0995090446758,2273507,6.53400000000056,206.007693502956,-188.196228999753,2272114,893,paced,NA,NA,NaN,9.18273645546294,0.0359241178714834,0.108264217464049,3,2270240,2271363,2271362,2272922,2270531,2272114,2.45147381060656,-2.10545702792495,0.582,1.502,2418.12967047815,2733.31422789537,2.244,3.118,NaN,2272923,NaN,1.168,203397.931953795,226625.820484886,-0.0649278919037656,-0.0219814061198609,-0.00401764733650674,6.98421057851344e-05,3.74932320645687e-05,3.42105117176944e-05,-0.0022763590411825,0.0102710288188934,1,0.757999999999811,0.697999999999411,0.0600000000004002,4540.48,60.0000000004002,1,0,0,paced,0.72886900945583,82.3193183159148,0.0823193183164638,203397.931953795,203397.931953795
2273507,2273507,NaN,20,22.0995090446758,182.134604670754,2273858,-10.0758636337058,2276733,6.45200000000023,176.122781965268,-163.097673301933,2275544,894,paced,NA,NA,NaN,9.29944203347767,0.0363343026818387,0.10765096341056,5,2273507,2274894,2274893,2276103,2273858,2275544,2.13440010949012,-1.81457116386571,0.702,1.3,2286.82549542947,2218.11262396719,2.772,2.418,NaN,2276104,NaN,1.258,189409.075268192,193188.488596023,-0.0490542122924852,-0.0177624399979354,-0.00418074790045132,5.21711932667915e-05,2.93987698164828e-05,3.13609006409343e-05,-0.00192591507364002,0.00924421330252156,1,0.822000000000116,0.6899999999996,0.132000000000517,4547.014,132.000000000517,1,0,0,paced,0.743270685702865,80.7242921779724,0.177593442792234,189409.075268192,189409.075268192
