sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
63015,63015,NaN,2,7.31545020069689,415.921081865982,63267,-161.683299741296,64318,2.60599999999999,493.105006636282,-182.507198041052,63674,23,paced,NA,NA,NaN,23.0237912509594,0.606261639475915,0.719236243328001,2,63015,63492,63491,64041,63267,63674,3.9573301322212,-2.19428322612946,0.504,0.364,2257.41090409075,1616.37637628388,0.952,1.098,NaN,64042,NaN,0.552,236941.439254241,174507.975154755,-0.112933841188239,-0.105929848336214,-0.0182191073649843,0.000116371505628571,0.000112882787718906,8.68012282099056e-05,-0.0178331258742588,0.0197825195239161,1,0.737540983606553,0.628,0.109540983606553,126.03,109.540983606553,1,0,0,pre,0.667809910823866,89.8459262546419,0.164030185582922,236941.439254241,236941.439254241
64318,64318,NaN,2,-161.683299741296,222.138692114391,64968,9.00619691476098,66784,4.93200000000002,298.477243527659,-212.303156657156,65418,24,paced,NA,NA,NaN,12.1654501216545,0.212604152700353,0.712810896977111,6,64318,65204,65203,65993,64968,65418,2.30217899747042,-1.92888468229321,1.3,0.428,2285.02560274414,1605.21034558009,1.77,1.578,NaN,65994,NaN,1.58,237490.942905329,186045.483879344,-0.0376172026215087,-0.066793707298978,-0.00607968444670013,2.12212275317984e-05,7.73262245808004e-05,5.10447928264852e-05,-0.0117465134599129,0.00754800675245276,1,0.757999999999981,0.702134453781511,0.0558655462184704,128.636,55.8655462184704,1,0,0,pre,0.725940855342386,82.6513614138735,0.0769560575181042,237490.942905329,237490.942905329
66784,66784,NaN,2,9.00619691476098,279.06321093313,67224,-18.4981671632585,68690,3.81199999999998,283.809196057378,-142.090471706251,67718,25,paced,NA,NA,NaN,15.7397691500525,0.210554817657409,0.671270128201065,3,66784,67543,67542,68689,67224,67718,2.05520126234415,-1.06382065358807,0.88,0.35,1513.37229124183,1552.34863976466,1.516,2.292,NaN,NaN,NaN,NaN,200836.938001374,209037.216997591,-0.0371547809448433,-0.0444030815200983,-0.00564295735587902,5.03102573794855e-05,4.41423056932129e-05,4.57601473643805e-05,-0.00757759580001847,0.00921515527674344,0,0.722633333333332,0.682000000000016,0.0406333333333159,133.568,40.6333333333159,0,0,0,pre,0.701292606743156,85.556299072713,0.0579406269831069,200836.938001374,200836.938001374
68690,68690,NaN,2,-18.4981671632585,72.517603086699,69214,19.1992677638254,70332,3.28399999999999,72.1670527864156,-102.95714303589,69668,26,paced,NA,NA,NaN,18.2704019488429,0.199102538625579,0.571068086356935,2,68690,69446,69445,70033,69214,69668,0.73572377711865,-0.720379342999872,1.048,0.444,628.637250078203,509.45109997745,1.51,1.174,NaN,70034,NaN,0.596,89780.5815574557,72148.2618161712,-0.0125102757515269,-0.0231236986419835,-0.00252039590497629,1.47397787419313e-05,2.79978072942658e-05,1.87775853282295e-05,-0.00396418009846578,0.002929822368229,1,0.812000000000012,0.722633333333332,0.0893666666666796,137.38,89.3666666666796,1,0,0,pre,0.770870323565929,77.8341027871577,0.115929571984667,89780.5815574557,89780.5815574557
70332,70332,NaN,2,19.1992677638254,130.733645097063,70683,-2.10846794094817,72522,4.38000000000002,122.188245185624,-112.481244239395,71150,27,paced,NA,NA,NaN,13.6986301369862,0.129447004877009,0.52393324833784,5,70332,70957,70956,71545,70683,71150,0.944350749481599,-0.861494446382239,0.702,0.386,831.734806897197,625.907049946377,1.248,1.176,NaN,71546,NaN,1.952,114685.991725444,84747.281858671,-0.0214252180361928,-0.0280598390027429,-0.00487779611637358,1.53138319277418e-05,3.21949227092548e-05,1.92004134750929e-05,-0.00486546968869786,0.00329883871447456,1,0.824000000000012,0.758198433420363,0.0658015665796496,140.664,65.8015665796496,1,0,0,pre,0.798927460927939,75.1006855244544,0.082362379311912,114685.991725444,114685.991725444
72522,72522,NaN,2,-2.10846794094817,386.889413793044,72825,47.6934380093184,74729,4.41399999999999,364.096928758859,-430.009420345022,73645,28,paced,NA,NA,NaN,13.5931128228365,0.109978726564695,0.645444598230555,1,72522,73406,73405,74204,72825,73645,3.1083778100772,-3.62745230803022,0.606,0.478,3076.25376772405,3368.52644344601,1.766,1.596,NaN,74205,NaN,1.048,353588.06600572,393691.712780847,-0.0769761334952688,-0.0586097853641646,-0.012882867919396,6.83501350168902e-05,6.03592918507118e-05,5.32753450676179e-05,-0.00792076033677576,0.0138071364620083,1,0.824000000000012,0.685999999999979,0.138000000000034,145.044,138.000000000034,1,1,0,pre,0.760758510178631,78.8686543722155,0.18139790505614,353588.06600572,353588.06600572
74729,74729,NaN,2,47.6934380093184,202.832330172417,75018,20.3324138553359,76672,3.886,168.81940424009,-209.240074453656,75691,29,paced,NA,NA,NaN,15.4400411734431,0.137524880393479,0.672876003389278,1,74729,75428,75427,76207,75018,75691,1.85826821257066,-1.78412625793782,0.578,0.526,1735.84285593927,1679.85713876987,1.396,1.558,NaN,76208,NaN,0.928,193558.099721343,188495.105127925,-0.0549697770541581,-0.0382463930748188,-0.00602544189586699,3.13598728366563e-05,3.20124689987535e-05,2.42236588767889e-05,-0.00639975981785962,0.00635005656352061,1,0.834000000000003,0.72799999999998,0.106000000000023,149.458,106.000000000023,1,1,0,pre,0.781385102158684,76.7867212137034,0.135656540810905,193558.099721343,193558.099721343
76672,76672,NaN,2,20.3324138553359,157.993703370162,76952,18.7584600265539,78883,4.422,138.448266429217,-117.25454794192,77682,30,paced,NA,NA,NaN,13.5685210312076,0.175412047224964,0.569540650680161,1,76672,77380,77379,78038,76952,77682,1.27528721925463,-0.912977462505838,0.56,0.604,1133.48575590031,846.705668042529,1.414,1.316,NaN,78039,NaN,1.688,127586.778309122,98753.3727391762,-0.0372052702639857,-0.0208878881990358,-0.00519662101277292,2.78843716102052e-05,1.67704707004106e-05,1.42967040281825e-05,-0.00360077865238062,0.00519429693169982,1,0.848000000000013,0.803999999999974,0.0440000000000396,153.344,44.0000000000396,1,1,0,pre,0.827923151744067,72.4704942404456,0.0531450291097079,127586.778309122,127586.778309122
78883,78883,NaN,2,18.7584600265539,88.4173901261278,79221,32.9039122678305,80726,3.68600000000001,62.5862039789356,-97.3684988638045,79828,31,paced,NA,NA,NaN,16.2778079218665,0.284268982516999,0.58990896097982,1,78883,79564,79563,80725,79221,79828,0.792371743140965,-0.763967763473055,0.676,0.528,746.90609644559,843.985332837745,1.36,2.322,NaN,NaN,NaN,NaN,83979.4544314247,94458.8653252562,-0.0197799306577004,-0.018051220897876,-0.00345375550780309,1.11585292182717e-05,1.62669039968704e-05,1.12590615408726e-05,-0.00321130411809105,0.00252765663012922,1,0.861999999999995,0.799999999999983,0.0620000000000118,157.766,62.0000000000118,1,0,0,pre,0.826019618035081,72.6374999939188,0.0750587499937304,83979.4544314247,83979.4544314247
80726,80726,NaN,2,32.9039122678305,125.725466927512,81150,-30.4155346517763,82313,3.17400000000001,124.481278119484,-100.716265004486,81729,32,paced,NA,NA,NaN,18.9035916824196,0.308866252769156,0.425754666727601,1,80726,81484,81483,82086,81150,81729,1.36059579837208,-1.35419984505744,0.848,0.49,1375.69613934806,1158.94487933432,1.514,1.204,NaN,82087,NaN,0.452,123436.087797599,90308.062953133,-0.0275545403904856,-0.0332430624622061,-0.0104290104685992,1.41571507154018e-05,2.97400229733247e-05,2.16389795665757e-05,-0.00567494108024494,0.00351577390899172,1,0.870000000000005,0.829999999999984,0.0400000000000205,161.452,40.0000000000205,1,0,0,pre,0.847923402974252,70.7611085972373,0.0471740723981823,123436.087797599,123436.087797599
82313,82313,NaN,2,-30.4155346517763,215.077521894725,83297,-9.23958327734411,85071,5.51599999999999,234.905080859285,-133.804836728783,83784,33,paced,NA,NA,NaN,10.8774474256708,0.323887539137116,0.481835198611434,1,82313,83575,83574,84232,83297,83784,3.10582252959966,-2.13897247160549,1.968,0.418,2766.44252461478,1871.06655869754,2.522,1.314,NaN,84233,NaN,1.676,185842.385815495,122169.256531573,-0.0271642718030721,-0.0757620084480728,-0.0112968965596302,2.83032813390063e-05,7.38449626035851e-05,4.01226804697249e-05,-0.01318188543647,0.0116854399840167,1,0.862358620689659,0.744,0.11835862068966,164.626,118.35862068966,1,0,0,pre,0.794275311091607,75.5405577412943,0.14901460367312,185842.385815495,185842.385815495
85071,85071,NaN,2,-9.23958327734411,104.763944922187,85999,12.853046692898,88589,7.036,102.95721321441,-131.683323212846,86456,34,paced,NA,NA,NaN,8.52757248436612,0.364476119548596,0.561776716346498,1,85071,86210,86209,87032,85999,86456,1.71044900539274,-1.93315103751999,1.856,0.492,1774.15833777677,1690.35827076319,2.276,1.644,NaN,87033,NaN,3.112,108597.723479442,103551.212918144,-0.0148654857938988,-0.0572800696278288,-0.00397171674065452,1.63860003232312e-05,5.87530302846278e-05,2.9469668217728e-05,-0.00994306435080818,0.0052087145243076,1,0.842000000000013,0.780000000000001,0.0620000000000118,170.142,62.0000000000118,1,0,0,pre,0.818339945050038,73.319163219304,0.0757631353266286,108597.723479442,108597.723479442
88589,88589,NaN,3,12.853046692898,82.3256377610018,89247,20.6855716004164,90616,4.054,65.5563286143446,-66.6953295114024,89643,35,paced,NA,NA,NaN,14.8001973359645,0.13814946634973,0.06823821964075,1,88589,89447,89446,90615,89247,89643,1.46218062286992,-1.20480589365661,1.316,0.392,1101.49862873446,1245.4194325755,1.714,2.336,NaN,NaN,NaN,NaN,63075.6080996186,72322.7268765582,-0.0171884696262061,-0.0485500802482913,-0.00425913164494845,1.88289080737532e-05,5.6939689855192e-05,2.00301825337715e-05,-0.0083297605235676,0.0051048959481339,1,0.821050847457621,0.794000000000011,0.0270508474576103,177.178,27.0508474576103,1,1,0,pre,0.805030577439752,74.5313304630225,0.0336022608527995,63075.6080996186,63075.6080996186
90616,90616,NaN,3,20.6855716004164,76.6103968441615,90921,6.29091791601266,92173,3.114,63.122152085947,-50.9935440357397,91500,36,paced,NA,NA,NaN,19.2678227360308,0.123942056352258,0.0759372114718433,3,90616,91269,91268,92172,90921,91500,1.50624426009857,-1.37991738739321,0.61,0.462,1279.3089312942,1607.59341272612,1.304,1.806,NaN,NaN,NaN,NaN,63227.6969046918,74732.9956515595,-0.0400835910883915,-0.0354775048529652,-0.00471984380159345,3.0344067475531e-05,3.60460935733821e-05,2.84398770967342e-05,-0.00585916391924832,0.00576677305104001,1,0.841990453460633,0.804394014962609,0.0375964384980246,181.232,37.5964384980246,1,0,0,pre,0.825048057730913,72.7230364798565,0.0455687861400755,63227.6969046918,63227.6969046918
92173,92173,NaN,3,6.29091791601266,73.3414696885607,92559,-6.84540961281037,93985,3.624,73.6187155369596,-74.011331051966,93130,37,paced,NA,NA,NaN,16.5562913907285,0.113586701907602,0.0712291421774909,1,92173,92883,92882,93557,92559,93130,1.6625221767095,-1.68664371780294,0.772,0.494,1514.2143954314,1554.26607969947,1.418,1.348,NaN,93558,NaN,0.854,67866.6409318592,70901.6728913272,-0.0328957365917581,-0.0416104298201809,-0.00912448268225882,2.84575992882988e-05,3.99918974617599e-05,2.8109975436444e-05,-0.00721161759661281,0.00590771962099368,1,0.854000000000013,0.825999999999993,0.02800000000002,184.346,28.00000000002,1,1,0,pre,0.842663071663491,71.2028354126812,0.033227989859275,67866.6409318592,67866.6409318592
93985,93985,NaN,3,-6.84540961281037,71.6486875217931,94668,18.7997021539235,96136,4.30199999999999,65.6715412512365,-97.6248401201747,95187,38,paced,NA,NA,NaN,13.9470013947002,0.104417061318603,0.0658685175807536,3,93985,94963,94962,95499,94668,95187,1.69033091439572,-2.3242258687837,1.366,0.448,1903.89075854945,1679.19632496779,1.954,1.072,NaN,95500,NaN,1.272,75891.7399096135,73544.4451863036,-0.0198643779125739,-0.0558403009362048,-0.0162378986246811,2.81115575920616e-05,5.91753251869489e-05,4.42257836526188e-05,-0.00919909324406414,0.00688024322621261,1,0.847302107728344,0.814405797101456,0.0328963106268884,187.97,32.8963106268884,1,0,0,pre,0.827537419211529,72.5042742564651,0.0397520521286297,75891.7399096135,75891.7399096135
96136,96136,NaN,3,18.7997021539235,75.2407254546714,96422,11.2401841987964,97912,3.55200000000002,60.2207822783115,-59.2927072789013,97052,39,paced,NA,NA,NaN,16.8918918918918,0.0965033809591788,0.0716531403528419,1,96136,96836,96835,97911,96422,97052,1.51841464496564,-1.36952767376253,0.572,0.432,1487.53537791507,1369.72225918969,1.398,2.15,NaN,NaN,NaN,NaN,65806.9375520957,61496.051678533,-0.0453494644137847,-0.0329108132424468,-0.00388556038284348,2.99652451275202e-05,3.78879123699329e-05,2.02125167252249e-05,-0.00535241501820176,0.00518735469318909,1,0.848848341232222,0.799999999999983,0.0488483412322388,192.272,48.8483412322388,1,1,0,pre,0.825048866847619,72.7229651611431,0.0592066036268622,65806.9375520957,65806.9375520957
97912,97912,NaN,3,11.2401841987964,65.4806585418152,98461,-5.28641267201479,99685,3.54599999999999,62.5037727784244,-41.9210229817975,98898,40,paced,NA,NA,NaN,16.9204737732657,0.094371740349553,0.075768298136861,1,97912,98705,98704,99265,98461,98898,1.43514438952232,-1.00930637039822,1.098,0.386,1374.89418027144,791.330763202796,1.584,1.12,NaN,99266,NaN,0.838,61329.9643215601,34637.6465478571,-0.021010846150172,-0.039847427743263,-0.00726633583310898,1.71086380688232e-05,4.20960780801838e-05,2.72524004491241e-05,-0.00690040387513228,0.00359595099162391,1,0.855999999999995,0.836000000000013,0.0199999999999818,195.824,19.9999999999818,1,1,0,pre,0.847147534591288,70.825915852954,0.0236086386176298,61329.9643215601,61329.9643215601
99685,99685,NaN,3,-5.28641267201479,57.4023341711267,100575,-7.03571218944113,101491,3.61199999999999,63.5633966018547,-73.0995724823374,100949,41,paced,NA,NA,NaN,16.6112956810631,0.122650109088062,0.0564779166364406,1,99685,100752,100751,101333,100575,100949,1.29006869936925,-1.28433975899452,1.78,0.394,1057.40657644547,971.397015262989,2.132,1.162,NaN,101334,NaN,0.314,52999.4505060577,50120.1399195727,-0.0117955372046425,-0.0500811447888772,-0.00736330570134282,1.6607316130819e-05,5.67459947103063e-05,2.91777223216948e-05,-0.00834989784706199,0.00415582818769722,1,0.85041509433961,0.832000000000022,0.0184150943395884,199.37,18.4150943395884,1,1,0,pre,0.838568615346835,71.5504955729637,0.0219601521003405,52999.4505060577,52999.4505060577
101491,101491,NaN,3,-7.03571218944113,53.4844868073605,102181,-6.49922859897332,103286,3.59,60.2519572015677,-72.522231774128,102699,42,paced,NA,NA,NaN,16.7130919220056,0.123079516205607,0.321683462062044,2,101491,102474,102473,103285,102181,102699,1.1280756693165,-1.37699893792973,1.38,0.45,1363.85262546135,1151.13931011573,1.964,1.622,NaN,NaN,NaN,NaN,71486.5794921549,62578.2792518516,-0.0131053355056998,-0.0347637245976914,-0.00304625789346747,1.33466434516939e-05,3.79708377628345e-05,2.28427289613442e-05,-0.00599984276409705,0.00347824100834793,1,0.883999999999986,0.840000000000003,0.0439999999999827,202.982,43.9999999999827,1,0,0,pre,0.861363538199929,69.6570000227633,0.0510818000166731,71486.5794921549,71486.5794921549
103286,103286,NaN,3,-6.49922859897332,68.7343977712168,103828,5.69886290315369,105451,4.32999999999998,69.1345806191266,-80.4201233167801,104500,43,paced,NA,NA,NaN,13.8568129330255,0.16740033576511,0.304499153385627,1,103286,104241,104240,105176,103828,104500,1.22282491105786,-1.61621793760221,1.084,0.518,1368.33077620103,1716.39409050104,1.908,1.87,NaN,105177,NaN,0.548,73860.5138279292,91899.9520829076,-0.0171736040067462,-0.0306343036037337,-0.0037071857289065,1.77156800693229e-05,3.24329433859458e-05,2.04905738133631e-05,-0.00492243089658022,0.00413509115091482,1,0.882000000000005,0.828000000000003,0.054000000000002,206.572,54.000000000002,1,1,0,pre,0.853311858293218,70.3142695333112,0.0632828425799825,73860.5138279292,73860.5138279292
105451,105451,NaN,3,5.69886290315369,68.396310650478,105812,-5.74680164617147,106977,3.05200000000002,68.4202800219869,-98.4875996360744,106564,44,paced,NA,NA,NaN,19.6592398427259,0.160783892897972,0.282676758341349,1,105451,106233,106232,106976,105812,106564,1.26757762549896,-1.86349995561468,0.722,0.662,1039.81052948472,1697.83043348065,1.562,1.486,NaN,NaN,NaN,NaN,54657.9483212173,93539.2058685942,-0.0269957684599666,-0.0296230287011609,-0.00478508352293108,3.62433006946629e-05,2.897757136627e-05,2.60222604870894e-05,-0.00467706238722226,0.00659069049826316,1,0.864077097505668,0.822000000000003,0.0420770975056652,210.902,42.0770975056652,1,1,0,pre,0.838759033955997,71.5342518780522,0.0501658948544603,54657.9483212173,54657.9483212173
106977,106977,NaN,3,-5.74680164617147,137.011381880923,107295,29.3423725882931,109132,4.31,125.213596409862,-147.058557233463,108171,45,paced,NA,NA,NaN,13.9211136890951,0.167270276048301,0.269405722678459,1,106977,107810,107809,108738,107295,108171,2.37199505917208,-2.46903793679067,0.636,0.722,2300.79509408667,2493.17470768553,1.664,1.856,NaN,108739,NaN,0.786,129541.106373359,139207.04313699,-0.0575105341811658,-0.0386228000318983,-0.00379448973022669,5.16139652968474e-05,3.10418491903232e-05,2.55571591664236e-05,-0.0063302428254782,0.0107040067909405,1,0.889999999999986,0.807999999999993,0.0819999999999936,213.954,81.9999999999936,1,1,0,pre,0.851444494604636,70.4684807761435,0.0963069237273886,129541.106373359,129541.106373359
109132,109132,NaN,3,29.3423725882931,112.324671960057,109421,15.4124833917458,111632,5,89.9472439700372,-104.446386177928,110391,46,paced,NA,NA,NaN,12,0.156119206525042,0.25004751506093,1,109132,110120,110119,111068,109421,110391,1.87067789766302,-1.80218456818249,0.578,0.542,2527.74369326964,1916.50150254531,1.974,1.896,NaN,111069,NaN,1.126,143064.125700697,111258.53618596,-0.0585522039379526,-0.0272610475257819,-0.00318895238009649,3.02221586202963e-05,2.98206197648697e-05,2.02365242096045e-05,-0.00391710428722609,0.00581886497517381,1,0.861789473684208,0.789999999999992,0.0717894736842157,218.264,71.7894736842157,1,1,0,pre,0.830408728742411,72.2535757672795,0.08645076960226,143064.125700697,143064.125700697
111632,111632,NaN,3,15.4124833917458,87.8268879308576,112115,-6.2905464725101,113794,4.32399999999998,83.2659194712398,-74.8823264981351,112719,47,paced,NA,NA,NaN,13.8760407030528,0.181000493361047,0.237677834564286,1,111632,112476,112475,113793,112115,112719,1.33556477318643,-1.28868860708877,0.966,0.486,1417.5427593392,1623.32078307108,1.686,2.634,NaN,NaN,NaN,NaN,84469.7904724507,100510.384034376,-0.0233557753905002,-0.0310120979203878,-0.00224347083094775,1.68588303666271e-05,3.31378325274196e-05,1.45791407713539e-05,-0.00535929393267033,0.00354297095762091,1,0.846000000000004,0.787999999999982,0.0580000000000211,223.264,58.0000000000211,1,1,0,pre,0.820368960666513,73.13782319513,0.0706998957553181,84469.7904724507,84469.7904724507
113794,113794,NaN,3,-6.2905464725101,74.2528405978057,114256,12.1249389954979,116292,4.99600000000001,71.3356443363118,-71.6718902504442,115044,48,paced,NA,NA,NaN,12.0096076861489,0.188492735629285,0.210239730326052,2,113794,114681,114680,115671,114256,115044,1.03943817376764,-1.16262066631005,0.924,0.726,1037.12595381961,1277.84990875679,1.772,1.98,NaN,115672,NaN,1.24,70074.468249568,84071.5835619137,-0.0181828307014879,-0.0198149675925385,-0.00199471170725315,1.89063642201998e-05,1.89147834278346e-05,1.52107939757057e-05,-0.00356094258737852,0.00429214558347552,1,0.871999999999986,0.818000000000012,0.0539999999999736,227.588,53.9999999999736,1,0,0,pre,0.837537666323074,71.63856912061,0.0644747122085175,70074.468249568,70074.468249568
116292,116292,NaN,3,12.1249389954979,84.5831145333777,116863,17.8289315156936,118252,3.91999999999999,69.606179277782,-86.5657874449131,117379,49,paced,NA,NA,NaN,15.3061224489796,0.19510116364943,0.204928315967155,1,116292,117136,117135,118251,116863,117379,1.34927950677109,-1.48851961344048,1.142,0.486,1317.38354131759,1581.85489754621,1.686,2.23,NaN,NaN,NaN,NaN,83561.0845662316,98196.2674814975,-0.0191422276515223,-0.0392709431891429,-0.00506179701340869,1.82853510821242e-05,3.9692199328437e-05,1.95835171648831e-05,-0.00685361040915307,0.003954587985189,1,0.853009174311927,0.816000000000003,0.0370091743119245,232.584,37.0091743119245,1,1,0,pre,0.827694102376094,72.4905491385714,0.044713589483942,83561.0845662316,83561.0845662316
118252,118252,NaN,3,17.8289315156936,115.745567858405,118536,12.5270242633584,119935,3.36600000000001,100.567589968879,-110.335122203216,119234,50,paced,NA,NA,NaN,17.8253119429589,0.291658654647129,0.259176016635898,1,118252,118935,118934,119934,118536,119234,1.82419287893247,-1.71999541643523,0.568,0.598,1561.47648250913,1762.00570149985,1.364,1.998,NaN,NaN,NaN,NaN,94661.830481418,107347.722666752,-0.052894211519087,-0.0355821456904635,-0.00498304434641392,3.46545305541398e-05,2.8993601364763e-05,1.99650107783925e-05,-0.00596405054895264,0.00660280737263585,1,0.820681159420293,0.792000000000002,0.0286811594202911,236.504,28.6811594202911,1,0,0,pre,0.805872472607227,74.4534675640215,0.0355901962099529,94661.830481418,94661.830481418
119935,119935,NaN,3,12.5270242633584,110.780525486557,120222,21.2467893871097,122939,6.00799999999998,93.8936186613226,-187.915247400847,121372,51,paced,NA,NA,NaN,9.98668442077233,0.291932839148964,0.257534573242606,3,119935,121118,121117,121919,120222,121372,1.94222029394371,-3.1525900680257,0.574,0.508,3210.78769873687,3131.42835936065,2.364,1.602,NaN,121920,NaN,2.038,190534.824898674,189229.742698025,-0.0531974513168248,-0.0333594503032248,-0.0121490374472548,4.26371003136172e-05,5.02695408658901e-05,4.63998941488277e-05,-0.00398323534852407,0.00821436274542597,1,0.825999999999993,0.717999999999989,0.108000000000004,239.87,108.000000000004,1,0,0,pre,0.782934114880071,76.6348008851176,0.137942641593217,190534.824898674,190534.824898674
122939,122939,NaN,3,21.2467893871097,74.6349052465898,123344,21.5082347351466,124944,4.01000000000002,53.2573931854617,-94.992358663898,123956,52,paced,NA,NA,NaN,14.9625935162094,0.291196847496541,0.254869328867547,2,122939,123708,123707,124523,123344,123956,1.35055399185188,-1.42313121382058,0.81,0.496,1424.03808142889,1297.36998653764,1.536,1.63,NaN,124524,NaN,0.84,87192.203979242,84524.1679154031,-0.0291107761520795,-0.0325324844641679,-0.00341709186200424,1.99668666472018e-05,3.34712231280994e-05,2.25607534366407e-05,-0.00565264415013154,0.00421364783626177,1,0.847999999999985,0.76400000000001,0.0839999999999748,245.878,83.9999999999748,1,0,0,pre,0.792895980152337,75.6719689617702,0.105940756546446,87192.203979242,87192.203979242
124944,124944,NaN,3,21.5082347351466,102.293460752258,125274,-53.658948868559,126047,2.20599999999999,118.368817818964,-61.3188907161331,125780,53,paced,NA,NA,NaN,27.1985494106982,0.291164146022773,0.322327411944597,1,124944,125559,125558,126046,125274,125780,1.60340837301187,-1.08922055607274,0.66,0.442,1160.8658437993,827.284585713295,1.228,0.974,NaN,NaN,NaN,NaN,72773.2607621247,53912.4471127436,-0.0393015040978278,-0.0373337436842872,-0.0130281254512348,4.05737624205882e-05,3.6524788493888e-05,2.42421867344564e-05,-0.00642292502090869,0.00685219514139912,1,0.861999999999995,0.822000000000003,0.039999999999992,249.888,39.999999999992,1,0,0,pre,0.844548230789421,71.0438999367939,0.0473625999578532,72773.2607621247,72773.2607621247
126047,126047,NaN,3,-53.658948868559,63.0527396449747,126738,3.88729422303513,128176,4.25799999999998,87.9385669677367,-55.0023968056262,127222,54,paced,NA,NA,NaN,14.0911225927666,0.271546056509611,0.338173593237829,2,126047,127017,127016,127878,126738,127222,1.07429403980224,-0.879826524484153,1.382,0.41,1219.13129917533,752.361815872963,1.938,1.722,NaN,127879,NaN,0.594,76304.0955441048,46107.7635539473,-0.0188325345442005,-0.0290792152390561,-0.00285295724390633,1.67057001646881e-05,3.29169875313907e-05,1.74245811448102e-05,-0.00510528224284364,0.00469495734039982,1,0.857183294663568,0.832723404255311,0.0244598904082562,252.094,24.4598904082562,1,0,0,pre,0.844810737335464,71.0218245914348,0.0289531007683482,76304.0955441048,76304.0955441048
128176,128176,NaN,3,3.88729422303513,86.9497312143166,128912,23.992966372472,130655,4.95800000000003,73.009600916563,-114.487328732461,129470,55,paced,NA,NA,NaN,12.1016538926986,0.238576181515262,0.339001948522929,2,128176,129157,129156,129874,128912,129470,1.43667450180835,-2.1757700194038,1.472,0.626,1528.52355498173,2079.36084315789,1.96,1.434,NaN,129875,NaN,1.56,83811.5499227137,102309.561573567,-0.0152011108123985,-0.0459628711463775,-0.0107889940525288,1.73991608617337e-05,3.85027296937334e-05,2.82423372883434e-05,-0.00787899552444268,0.00515214992906077,1,0.836000000000013,0.805999999999983,0.0300000000000296,256.352,30.0000000000296,1,0,0,pre,0.818216488558013,73.33022597203,0.0366651129860511,83811.5499227137,83811.5499227137
130655,130655,NaN,3,23.992966372472,64.2371372873516,130974,15.4611680777245,132616,3.92200000000003,44.5100700622534,-85.1993845960957,131743,56,paced,NA,NA,NaN,15.2983171851095,0.254095763058303,0.315783865064968,3,130655,131495,131494,132271,130974,131743,1.25643045878824,-1.54337033949102,0.638,0.496,1588.11013717689,1304.82594565334,1.678,1.552,NaN,132272,NaN,0.688,81992.3076697925,70330.094525636,-0.0365209151401741,-0.0272532491238032,-0.0040360608285027,1.65567375569434e-05,3.7157964460045e-05,2.36738978215217e-05,-0.00396411848264835,0.00415337050166698,1,0.851999999999975,0.789999999999964,0.0620000000000118,261.31,62.0000000000118,1,0,0,pre,0.814314449727415,73.6816103657309,0.0761376640446031,81992.3076697925,81992.3076697925
132616,132616,NaN,3,15.4611680777245,80.3528631103476,132899,21.5408259548509,134757,4.28199999999998,61.8518660940599,-91.424082778109,133653,57,paced,NA,NA,NaN,14.0121438580103,0.173402669625168,0.372985464849709,1,132616,133352,133351,134501,132899,133653,1.57647109617109,-1.7471250524579,0.566,0.602,1487.05799170524,2011.7180168337,1.47,2.298,NaN,134502,NaN,0.51,77531.5158503276,108191.343354319,-0.0469006209670258,-0.0313346579879373,-0.00440105812956941,3.49033014229966e-05,3.23427994005893e-05,1.9266984449911e-05,-0.00506011939574218,0.00629631378723483,1,0.827999999999975,0.801623188405806,0.0263768115941682,265.232,26.3768115941682,1,1,0,pre,0.815311535764334,73.5915013685554,0.0323518194421726,77531.5158503276,77531.5158503276
